day_of_week,hour_bucket,city,platform,rainfall,aqi,earnings
0,1,1,1,76.91698695235874,215.8531110624712,72.28842773560805
0,0,4,2,43.84398449615252,63.63195191583153,208.32657540480596
5,2,0,0,60.135960727835425,295.72246934724467,280.2589162813235
4,3,2,0,19.149340993080234,125.28562099691754,204.20945307121798
1,0,1,0,72.08932190520977,377.81192550136643,50.0
2,3,3,1,95.9916689642091,355.3463036381723,50.0
0,1,3,1,87.52098044480256,280.4949575646281,50.0
2,1,2,2,58.301864744413635,459.0129848546543,110.29585800461803
0,0,4,2,63.13774363954292,318.43220031438386,64.69448341904473
5,3,4,1,53.27116220389853,226.63678928802224,222.7038528123224
4,3,3,1,45.1407670433569,275.6513389287527,117.56059055576264
2,0,0,1,9.85372671677407,390.8581355033099,153.25598160024762
6,3,2,1,79.7517406695886,119.3277437872916,115.13391226961835
2,0,3,1,69.54884591776504,364.3860152443802,50.0
5,3,4,1,91.4886150121504,270.138433091277,118.34133956395047
0,2,3,2,24.853574392709287,186.86986451845928,293.1079400550645
6,1,2,1,24.219589201314218,126.07598711016759,266.2990715493026
6,0,2,2,33.079499478104324,130.39826240259634,290.16980541428256
0,3,2,2,56.65640032301405,480.7911259361178,88.04599135350792
4,2,4,0,97.65019736460124,340.10252873252796,159.27672213293593
0,2,3,1,89.32666362670774,281.02129082613226,193.07137921349025
1,0,3,0,61.09465257026532,419.1318322741298,50.0
1,2,3,1,51.20233891087593,296.9787900170632,371.0786190243449
6,1,0,0,87.57170365589394,410.6375649088822,121.86302246597556
3,3,0,0,49.50559456545849,430.94052190553236,170.21819391734306
1,1,3,1,16.473400888772403,208.11017059471703,201.04587245987497
4,1,2,0,36.7847181142801,299.8684951735731,243.50261126527255
2,3,1,2,88.467498495335,327.3009132231288,50.0
1,2,2,1,94.23009379012068,389.7806918592313,81.48765372368689
6,2,0,2,53.01155650353153,111.99331822933384,346.6943360554273
4,0,4,0,59.02311974063588,362.8733598249876,159.0237569774567
2,0,0,2,5.829720386235704,499.2895552656983,88.57128906689493
3,3,0,0,65.11977120953463,435.328307621043,50.0
6,2,0,1,7.824209858002273,404.65352297534855,276.1203326997374
3,2,3,1,85.43459827827155,359.0455080187263,138.4838490651694
5,0,3,2,80.2679162705919,414.0647147782994,82.34022255436572
4,3,1,2,19.1773458293671,72.52903719198245,224.48665617671577
5,2,1,0,29.797979466226955,55.34210600121168,348.2429516523043
2,0,0,2,53.48727557587553,444.4691534757584,113.19172601586227
1,1,4,0,58.00384879009225,373.86255715737684,132.00000016840698
0,2,0,1,0.9252522435902355,257.25470340301507,287.1504522660673
1,2,2,2,55.98931015359494,185.41358292443846,299.6860461284181
1,0,0,0,5.427118538937359,318.4837395607135,207.62617683272717
3,0,0,1,30.532589903326635,453.4571862361749,104.38054752995191
4,2,1,1,52.76244568387079,282.85745422293104,302.73504439999317
6,3,0,0,94.90796031828168,399.73365924782433,103.64612422391559
2,0,3,1,5.951244256397437,172.99799449965082,193.60981515213956
0,2,0,0,57.60808790144938,363.39700671599593,238.6181726439791
3,1,1,2,23.751612059406014,220.9552350452168,181.82960000192605
0,3,1,1,32.31940653243362,193.4137657784288,199.0387288795854
3,3,2,0,25.625492388907254,221.0877490888299,211.04555109236026
6,1,1,1,1.968321538141371,381.0391970051144,225.13611253003367
3,1,3,0,95.46376520064683,466.60484727255573,50.0
6,3,4,1,16.870164280374567,192.10804002871302,306.8077612189438
2,3,4,2,88.02517732816871,175.971798361358,104.80830381395587
4,3,2,1,62.37533843692328,52.53409073662418,50.0
6,3,4,2,29.606384071258585,369.69112237405096,210.831570258081
5,0,0,2,20.977541377910814,83.34893718517472,269.2115586444532
5,0,4,2,73.60173683653359,300.57998591055315,154.4526184337143
5,2,1,0,28.821196844810604,122.13906778200598,399.5026672424493
6,2,4,2,30.472280605297865,420.1330108992568,278.89930620788925
4,3,1,0,21.74476340077003,164.37997143754586,176.910326714904
4,3,2,1,7.474590363631551,257.3082380669602,230.4781167069067
0,2,2,0,67.07030741458938,321.13665055636403,167.89860762093952
2,0,2,2,34.79686661552165,261.07715309951914,177.91809039594457
6,2,1,1,82.69035440269685,94.10243669192377,250.6718745094672
0,2,2,1,30.998013643546997,469.644406738691,241.8936038967217
3,1,1,0,78.62928925962778,446.77513558231726,50.0
3,3,0,2,24.881631533822212,347.5550224678396,235.48157983642034
0,2,1,0,10.239446279317654,77.67758140638735,293.7164415504401
6,3,1,1,15.77036212594919,163.52109032038067,228.73071366460573
2,0,4,1,42.11358562424995,80.82625665735233,170.20599131838907
2,1,3,1,76.7168140344352,346.91121563014246,50.0
1,0,4,2,37.54986220207201,273.99045362310335,191.21505740504492
5,1,2,0,90.94607980487712,283.9991558166148,140.1197109702525
6,0,0,0,82.78286070661926,60.17199771165198,181.0332737439543
3,1,1,0,46.754384969376574,231.8990197519473,213.6164411010954
1,0,4,1,29.047895922325463,124.3278497833015,198.5424259165645
6,3,4,1,7.150302433163535,225.34584002965192,259.78235867010875
2,2,0,2,99.45257483830335,480.4568858534718,143.0150346748047
4,1,1,2,91.34129381640321,174.00050155455295,117.93970721067623
2,3,0,1,9.346793690444354,278.5325644118666,212.89508453144265
1,0,2,0,98.71678396302043,193.08192424682798,112.81071316547934
3,1,1,2,51.94487863912376,303.2099401058282,292.80288592012715
1,0,3,2,64.1675710161496,417.7666710443853,50.0
2,2,0,1,11.805450726005196,75.32374465005834,311.84873910969924
3,2,0,1,78.26515628228766,254.8932845278678,153.7899332423212
1,1,4,1,94.80532818528903,80.9379284399048,126.33326296622796
6,3,1,2,50.83116942766945,60.788951319439256,308.35935313707597
4,2,1,1,28.552507171533957,184.11913525611016,283.42291961643446
2,0,1,0,10.939992546033395,346.9193792120276,232.8783075037384
1,2,2,2,53.19883182707819,414.06554760815374,197.73589472395716
0,2,4,2,91.16182055034282,275.9729048436441,179.99790435737611
5,1,0,0,25.775521562810965,151.8933222894425,313.6502895794311
4,1,4,1,21.508522878509282,172.33732702666208,215.98349627967872
5,0,4,1,71.40870226850174,381.1709263718505,55.83419952468439
5,0,1,0,57.527959485475,108.89435005595915,228.79991267875755
6,3,4,1,42.856461260179216,376.963594621904,190.6244636259541
2,0,0,2,39.535651086138316,395.69304551337086,80.65949243975457
6,0,4,2,68.7962840118709,406.6055011126685,50.0
6,2,4,0,93.27791246877345,205.33092723303372,259.3928083610706
3,2,3,1,26.949005013336336,159.22174405936244,270.65734871254654
0,0,0,0,93.92602289115239,50.86936143117733,106.49110335592641
6,1,2,2,82.0496444657855,70.11811913848788,198.07924864875548
4,3,2,1,82.26362715572205,172.11156583601166,96.92563452795164
6,2,1,1,99.51594102001212,229.5991848008417,230.6140367020908
2,3,0,0,39.27856463287049,363.03833905043365,122.06680850168564
3,0,3,0,21.115803743192696,275.9592384137896,221.36569755509828
0,0,0,0,58.45764727515071,67.15321033482122,255.43493086602876
3,0,3,0,32.744056295406665,111.12459278596957,196.88797291395926
0,1,0,1,97.14842150423107,259.87712781217124,60.7441143184092
2,2,1,0,98.63821716288922,290.1153785496839,127.06782837704844
3,3,1,2,29.33961447857848,445.01215937404316,66.43358103354457
6,3,4,1,86.28625771292825,263.93730669680644,160.40720978152615
6,2,4,2,47.57040781890562,291.4804758809722,400.81470361577306
6,2,3,0,60.363209989306654,462.3899851253901,214.9958500866301
3,1,4,0,78.92437893521301,211.32843403790022,67.07482223477392
1,0,3,0,81.52063775656498,88.12790748064306,120.68379798788662
6,2,0,1,4.345624630117062,456.7910040751284,351.4177740128098
5,2,4,1,48.33114486972939,201.18663832123016,386.0078561460952
6,1,4,0,36.649357916116344,301.808678880143,305.09907243703935
4,3,4,0,17.458398467636027,178.72702324667847,239.8771474820969
1,0,2,1,20.986467727912117,319.59469629623857,242.61139544085052
1,1,0,1,56.26695406843086,483.9751654957671,95.32993585941828
2,3,4,1,27.89661944201939,131.17436418547078,156.36003767037369
3,1,1,2,71.89069446047903,378.32299215590416,50.0
4,1,4,0,22.024387740286056,437.99433833895756,103.72502080836814
5,2,3,0,92.99421602290042,204.58922517423235,306.10059246867115
2,1,0,1,63.05211422481734,310.9197978950336,77.24867951389609
5,3,2,1,45.14959391194442,472.3106955646156,199.257931259305
5,3,0,2,90.76819452191535,187.08612453210952,148.38622284821346
0,0,0,1,23.43050993371779,310.52172929241067,201.0467665403331
1,2,0,0,77.64033220221032,190.10265931823741,189.89403682020063
1,2,3,2,38.61363985285714,404.1176476534978,221.39247695819714
0,0,4,1,93.85855957785051,74.25423067720496,50.0
4,3,1,1,44.01484472241325,280.59284811949533,174.34713576772384
1,2,1,1,16.62005368087455,207.26335378968147,325.8054791518547
4,0,3,2,58.80862458546977,306.8103477095816,224.30780133126
5,1,1,1,36.24314111877707,381.92139321548996,164.06306012817188
5,0,1,2,56.7828111172316,424.2192333984844,211.11440735791268
6,2,0,0,84.29503901768098,261.5431813031822,214.5615228441265
6,2,2,2,31.200130610845033,459.42063837442714,253.31929256398743
2,1,2,2,29.338967558297835,65.03809761727676,193.7724696457088
5,0,1,2,81.8737990454652,106.07639346838454,199.63948608410212
0,1,0,1,43.546552507197845,162.6108463683216,233.2714590781012
1,0,2,2,93.33754991419687,192.68294844366093,105.63130895321632
5,0,2,0,88.60739670955252,378.06518427327234,73.63730990238723
2,2,2,1,56.0209402740945,243.19460388543632,316.2660902072715
5,1,1,1,74.92363306024671,471.3561263619875,75.02992718811046
2,2,0,0,89.27959395898858,344.2555158661658,180.93301974339875
5,3,0,0,98.4871566113602,445.02467160911647,88.97709385755323
3,2,2,0,29.151692815119233,303.22019450399125,322.27332715940867
5,0,0,0,22.489680573040726,301.1603711576968,298.24801499032566
4,2,3,2,98.52073259110938,414.46090413774067,140.37805023514946
3,2,4,2,40.984767311835,286.2203379095604,219.02032951703103
5,1,2,0,53.6923261420117,377.49381823082484,164.63992291107434
6,0,1,2,14.813392201638308,344.22348372245494,313.62901070843134
1,2,2,0,80.73709397924894,336.0170669036842,204.1672410841852
5,3,2,2,52.313011290622434,334.86300743348414,232.92873966071372
1,1,0,2,71.8992475398061,395.11801685712175,50.0
5,1,0,1,6.30946811832157,98.53509926908151,239.91825910364562
3,3,0,2,82.79120621490644,222.2708935835767,112.11698925442602
1,2,0,0,24.1206774628023,125.66348865263619,302.3974579122011
4,2,0,1,70.30316999741315,150.17163644355696,189.62790185776973
3,2,0,2,31.961812550807124,125.42970372826301,297.81426933476837
5,1,0,1,74.70084995969593,462.1674857467015,136.67836386511988
4,3,3,2,99.03742093546374,357.3582433223724,50.0
1,3,0,2,46.032139005739836,67.75337881521115,258.4998674125195
3,0,3,1,56.71630879133922,299.0433025236773,199.00924208841317
6,0,3,0,62.492246978845635,400.9184040304146,64.89049218873211
3,1,2,0,84.50816377355017,266.1143004887696,77.24219935270634
3,3,3,0,25.76570229911551,214.80853151012676,160.4841332494193
2,0,0,0,45.53641345615005,414.71132768131685,110.29313072295976
5,2,0,2,34.45619079878753,274.16782411301676,416.0082193106416
5,0,1,2,22.74908908690624,264.0292764387166,312.4800235427612
6,1,1,2,62.66436833117584,377.4170044871345,73.18586659266843
2,3,1,0,37.595990964066374,338.02195861852533,235.94828109933908
3,3,0,0,18.761098854542468,59.74155616426156,199.46400255796743
0,3,1,0,92.92806516858091,372.8455028952141,50.0
2,1,2,2,17.209985264986216,187.44426170736452,218.96897629349903
1,3,4,0,72.2901007447778,340.05341958431995,74.94330960848637
3,2,0,1,68.09285366435029,453.7594963362388,152.71928919444218
5,0,4,1,50.2301717661742,124.84026509408707,248.71815356973292
1,2,4,0,26.039735874507166,58.30538856936019,330.82531784402636
4,1,0,0,79.0407475882988,137.18251986116476,82.72372708901321
4,3,2,2,47.37601537387203,409.81038984590134,68.46128058840578
4,3,2,0,33.267298653032384,424.13747986864,130.59018541639486
4,2,3,2,31.817520950870314,170.0165437867464,248.212956479638
6,0,3,1,78.73258374573953,492.8742317674467,99.81262807823934
1,2,2,2,8.400171452062565,356.68671344899263,215.57919595731136
6,3,0,0,94.2334494935037,420.3893880530962,78.89333140793288
0,1,1,1,81.31433902993365,325.2094454657305,62.47114910958557
2,0,1,0,49.67701131271636,68.5481206782648,182.79865664423122
4,0,3,1,99.70218045616971,255.1399250811949,83.21094196409726
1,3,0,0,99.14316915580879,370.9485522846973,50.0
6,1,2,0,57.70418619900251,209.30883711440504,285.1700801861089
4,2,3,0,35.90707790431512,70.46894366252357,293.9243100759275
5,1,1,0,72.42049128083701,458.6156943510747,85.23594225033453
3,2,4,1,41.738712770054654,183.8960426044986,318.07829445103727
1,3,3,0,70.5595789776492,135.8642711508382,75.45767867267016
5,0,0,1,95.56213797813561,62.88403722604377,141.09854705954976
1,0,0,2,55.07432808910722,180.54151922783657,177.97514401636957
3,1,4,1,69.39921083892756,124.88642793992294,59.34145854312621
5,3,3,2,85.88139146748568,106.94500642103367,183.66910375140762
5,0,0,1,82.95224152883746,488.78101516942263,70.12062908798283
5,2,1,0,68.9229736362952,98.09751878916413,273.5227288187899
0,3,0,2,62.262602736191944,343.7418901892564,62.58613382652243
6,1,2,2,77.7445628253411,222.38612659993328,173.6654501496957
5,1,1,0,34.61750773061291,202.2285164944591,272.0995577913002
6,0,0,2,46.47842059375008,498.88118554785314,206.48198100707972
6,2,1,0,24.30019141287858,407.9578645496603,276.2107095986798
2,0,2,1,14.272185396853809,189.29389633793963,257.3766406829582
3,3,4,2,54.168682403372834,340.88078149960984,180.84493927168376
1,2,0,0,64.77090747902298,276.18791223899086,181.93614189029168
0,1,3,0,15.88526919439558,138.0498330314041,218.36809430316177
1,3,0,2,56.289982635678996,477.65456443125726,73.21692662621324
0,3,3,0,69.77970330625239,87.00494967977023,124.56432107817649
2,2,2,1,32.737668011539924,401.4251685277192,158.57688442687748
5,0,3,2,83.86571544924571,96.60945474635676,152.3422553001341
4,3,0,1,47.193736575529435,458.55077018577475,127.44779389471438
5,3,2,2,43.29675469990535,114.86104879522782,234.82370537973097
5,2,2,0,67.70819719511081,264.1917606571492,295.66601533811104
0,1,1,2,28.406046207971524,446.2467540525306,83.84102355659417
5,0,4,1,2.0236232639950447,285.7969253591002,250.29211089214544
4,0,4,0,1.6807279821142496,284.09570994057316,210.00050900954415
0,3,2,1,43.60415829129502,330.4163153011806,204.43397136536115
5,3,0,2,20.836078907485735,257.79666487832554,272.06556597333116
2,2,3,0,25.151303967640082,362.6022783186309,238.7919079928872
4,2,2,0,4.944743667934725,431.93871525435577,175.70028329445842
1,2,3,0,23.547141701087714,111.9777356827135,331.7340302262576
5,2,1,1,59.01164223444708,184.11876425611155,410.8113755653328
4,0,4,2,27.350286582970707,104.7143072900871,181.07537018277674
1,0,4,0,78.0259330920478,198.55030903485851,98.41238879319293
5,3,4,1,94.12581960424026,319.6034081690487,103.39487475676829
2,1,3,2,12.656213650675907,421.98881167106725,115.10513592488275
2,0,4,1,74.8396356209743,391.4573642169408,50.0
6,1,3,0,59.685686078449095,242.52825678217383,260.7650521180945
0,2,4,1,82.53015623427146,79.88468916772976,172.04805009334262
0,3,0,0,32.069928504132285,346.4537529564108,196.8832914725715
2,0,3,2,57.57193053312043,312.5238045474866,270.9341363096002
6,3,3,2,10.482264094076555,436.2311009988978,195.19776540175084
4,0,0,0,54.39364122902683,226.3293558197836,192.69769092296275
5,3,1,1,84.54192017007699,183.5600922733275,181.7074685773017
5,2,3,1,85.61461502862872,179.2093267342145,252.20715034136973
6,0,3,2,89.43830763718557,54.43732775171276,152.26180888444807
3,0,4,1,22.49500438770339,445.02447555055505,180.26200268688308
5,1,3,2,59.36876193370206,337.8277060710602,268.5596409063432
5,3,3,1,5.6704651370046655,303.7115260002399,279.8945411603081
1,1,0,1,33.55409421865355,196.3495361185854,195.58297465476673
6,1,4,2,75.1876244369191,113.02905171152142,182.62617971840223
4,0,2,0,92.90763602568236,443.4334520999784,50.0
3,1,1,2,39.69119239866953,186.51647550740566,193.82480420235967
5,1,3,1,57.91142698756053,327.78098422367793,230.72926253828206
1,3,3,0,44.394496032671896,389.7922852841659,96.11358944742787
0,3,2,0,41.95396445267118,268.27489893018435,205.8879791619833
5,1,0,2,45.880695426903564,492.63913896476527,149.72152056357015
2,1,2,1,84.44263331200868,306.11370670442074,98.7595500206451
3,2,1,1,73.06369212628775,424.63775695657193,94.92176685002126
1,1,0,0,51.2474704119517,370.4531253503609,175.4967415709113
1,3,0,1,9.91945301128786,458.9993481739105,91.67702729740252
2,3,4,0,18.15079616214955,56.291770837114136,213.4379202013817
3,3,0,0,95.43459516233008,161.30811731798426,89.73910371288208
5,0,0,1,38.77066631310875,151.74463713201146,265.99999218946186
3,1,3,1,12.827677246256586,151.08744939309912,225.3566408831403
6,0,4,2,72.73972938459515,216.81979566700284,152.90387849894395
0,0,4,2,62.64638552540559,292.1357942933244,50.0
0,3,1,2,31.674718325743502,387.38879541366714,98.49801768533497
0,3,3,2,36.5771518963022,477.3209661651342,82.31092699514281
1,0,1,0,99.68488878594198,170.5302142515112,72.78411431194391
2,3,0,2,98.09065582901296,298.77366024157976,87.57831282266
4,1,3,2,61.05131640921601,213.89100019228223,99.48828320295686
2,3,2,0,19.51746150400062,124.43040702561156,179.52963080362204
3,0,1,0,65.64715175301649,58.3057514929749,68.64001141916147
4,0,1,1,55.77647590980618,343.10124761009246,211.59004097347537
0,0,1,0,28.331133537384844,274.38507789812553,173.7119795245663
3,2,0,0,11.759961659870177,476.739221193665,245.43403072387957
1,2,0,1,77.14299889929363,50.98284252750076,170.2610143691737
6,2,4,0,44.25094813292289,272.2261732933655,396.4609969958201
1,3,4,2,31.754565765533805,212.33648527484416,233.97666371249616
0,3,2,0,86.27885456713906,279.0874880104782,123.39065314831467
0,0,4,2,67.16660572094705,138.2812731220904,50.0
3,1,4,0,64.47936024607496,234.86416806845367,104.32456171203381
2,1,1,2,29.127252225573695,217.58029971591026,214.40190853712312
4,2,1,0,11.797899943702571,424.9442556096181,261.4958354598803
5,2,2,2,15.590124353994684,375.011860137917,327.6189214375055
3,1,2,1,81.66205040921365,344.8274644300637,116.8353294540936
0,3,0,2,18.42494744944334,97.90141497489856,242.21879910589826
0,2,4,2,47.52465265872004,434.57340323001705,226.966582890261
0,3,1,0,29.157676957576527,107.96588319334465,208.00932769614977
1,1,1,2,5.3628390371449175,275.4361858364907,232.5553354451695
0,1,4,2,79.35911972023236,176.26559718846602,132.99371739612684
3,2,2,1,94.95374371136518,202.78801360881198,194.42043792661184
0,3,0,1,8.581077170943885,486.28693549580305,52.32626006715758
1,1,0,2,28.088327306759975,459.59976563464045,132.9302907639023
4,2,2,0,54.37624559186557,95.10434517932873,294.57042401957034
4,2,3,1,60.02025470925807,281.14370231959833,198.7022392198508
3,2,2,0,81.92305768401023,85.9521595061124,166.91210903459913
3,0,0,0,49.46180151100322,109.39234910558324,231.44350277807465
6,0,2,2,58.875946356500954,405.4406483208843,233.68494336497383
4,0,3,2,41.45208293901811,428.9747135276224,168.39107212391613
2,2,2,0,65.13198972262393,141.10798263747412,253.9067079639678
5,2,1,1,67.85314107300647,54.533147896954155,256.73280514585
4,3,0,1,83.44737434626283,239.13061702441485,110.65888330034426
4,3,2,2,42.084338838666824,486.1649586738564,126.3362819767337
1,0,3,1,48.07409124097226,51.33322425217857,176.69273213322884
6,1,2,0,94.91705051076303,421.59130592763574,50.0
2,2,1,2,98.16845059370488,207.5320905237288,189.77207139086673
3,3,0,2,94.58311711158697,466.58328459863867,50.0
4,1,1,1,83.10363132726856,347.45013446938384,123.79098167641457
1,2,2,1,37.8849611922189,128.1023060327685,281.13060801162425
1,1,3,1,14.049731486080164,225.22408460046148,165.6630443741751
3,3,1,1,93.7525986759583,381.4955308484557,50.0
3,1,1,1,75.87735622539384,302.50388380448453,55.93236000688732
6,3,3,2,4.301396438005534,441.5248368991773,151.80584399609413
4,1,4,2,61.464281893488604,432.1486151123472,50.0
6,2,4,2,89.07455918497213,314.64733920889904,258.2558811650231
0,3,0,1,50.596556302000295,150.05885864464153,166.19193911604916
6,2,2,1,35.698369214011294,280.70963254796516,384.2128158683535
4,1,1,0,25.366945912169648,443.7396763808529,126.70577173429166
1,0,1,2,4.20057674188119,458.09277431857373,136.6872656258665
3,2,4,0,56.646660597963425,117.22304604705256,338.149956998895
2,3,0,2,1.5672373888725777,238.09921687649174,196.44754685851615
3,1,4,1,60.85046129707865,164.58208999380298,132.32933344229332
6,0,0,1,46.11417778806999,190.0251341471461,299.9079360568229
4,0,0,1,74.94467879338654,292.7066921783959,50.0
0,2,4,1,71.76455863427427,389.74042991712344,165.5962751552737
0,3,4,1,4.855042720886315,343.0365386678873,169.80264301019395
0,3,4,2,96.35495993908506,249.67187110410777,58.16865638095712
6,3,1,2,27.384251909925915,109.09546239394284,247.90662870672548
0,0,3,0,90.49295169818153,302.0017951530133,50.0
3,2,0,0,74.16608094763181,380.5107736438953,55.95789962234041
6,2,3,1,82.6269149862581,379.10529283337223,175.51213087779726
6,3,3,1,35.30242693586554,486.1927414712015,174.61161927772798
2,2,3,1,89.7763577519188,283.74935789949444,128.91527678587127
2,1,0,2,43.36225869016739,306.28034120498955,248.85883093643724
4,3,3,0,20.48015249391669,216.97913066158912,205.5451929308114
3,2,4,2,72.2461310338954,425.99097557067506,66.48971313309023
5,0,1,2,32.397610656153894,355.49520457576847,135.07589698961
5,2,3,0,30.99299092291664,454.99247459539436,320.3788145994705
4,2,0,1,15.996291746765422,56.402700678124695,278.6959017948785
6,2,0,0,16.202241636443972,382.785995420251,254.19270611138415
6,0,2,2,17.963382637214075,348.22509051568,268.3100681410265
0,3,3,2,76.18052549549525,198.0931461416418,58.542124420544624
4,2,1,2,62.24855387062297,144.7426160770293,181.662337679573
3,1,1,1,55.4512555690965,320.09837497788624,201.16427001364406
6,1,2,2,90.54686921374156,408.011112407447,83.90717251548617
5,1,2,2,53.545830895934124,463.50624395555974,233.37023775831
5,3,3,0,62.25588033216442,134.90253105261468,185.354263149602
6,3,4,2,78.36383021478366,185.82760411138196,230.96940084336808
4,1,0,1,98.79753209773703,53.6381044385049,87.29449314840845
5,2,0,0,2.4809330042565803,222.69826866003072,393.05634584868807
1,2,4,2,29.389008319931676,75.6056662239297,277.75505250261824
4,1,2,0,42.715768070104374,95.87021242217384,257.92952621363304
6,1,1,0,84.19750254062713,54.663675056229685,158.10566979385771
6,2,1,2,60.96935693740385,99.76385478377964,225.27295826694208
6,0,2,1,46.249427401243814,175.74909000615241,294.16034294388646
2,1,4,0,17.10108544182284,241.64085239741468,216.9962296124497
2,0,4,2,36.10996406264668,433.49639302534075,100.54592399942588
0,2,0,0,57.965796367631604,50.48915891221964,304.70651813226266
0,3,2,0,39.983245935020506,65.3200277901191,226.84726603847926
0,2,3,2,43.83327756143538,377.03067635900413,229.28595790912715
5,0,4,1,76.30606037630419,348.9592786967241,181.05130173931278
6,2,2,0,43.62756556395665,69.89483477106526,403.8975136943027
1,1,1,2,69.42268160417045,451.67035537739326,50.0
4,3,1,1,94.72843230897678,204.03827817238385,132.88938957612197
5,0,4,1,55.38309158678235,378.8180979632988,184.76849692550857
6,0,0,0,13.183661780351418,348.9549311591215,269.99568249719385
3,1,1,2,2.310685278748026,73.00923714801374,157.39751050931866
1,0,3,2,47.34349032336935,411.10328546667216,93.16372862618535
1,2,0,1,73.12138199962811,348.950680008025,211.33853668165858
6,0,2,0,77.21523314931154,437.27078743713076,50.2387392404751
0,1,2,0,14.028501278796679,448.95385068401845,131.4779987798618
4,0,0,1,46.31180339504504,120.92510707829065,245.58150643410607
1,1,3,1,71.90171545119348,410.3525360182518,50.0
2,0,2,2,43.793076384737084,429.1151171907042,166.6278605824071
1,0,3,2,59.762899319556,409.6696846819856,140.07580219204505
3,2,2,2,96.79694455202547,194.0249097749652,176.81436416854373
3,2,2,1,75.24720150537384,471.6897791479233,89.40316519798586
5,0,0,0,13.905912579392954,148.54110345120088,259.2157325391621
4,1,3,0,19.07543297432639,447.3389749239037,123.71666273552226
3,3,1,1,42.54311942563456,389.9725956563967,168.0322291849318
4,0,4,0,81.75324159581207,495.4514730079436,50.0
6,1,2,0,16.979263955094737,343.6370949876885,318.7990032731868
3,2,1,2,26.9210057875622,251.87596377335237,315.1062827015029
0,2,1,0,42.11913798253908,427.8050179139399,181.67746003656904
5,0,0,1,11.963043951607034,237.51889873125342,291.2251762332645
5,0,0,0,8.786633093194274,357.3860780633609,253.9103103159335
3,0,2,2,76.253511205402,165.5660664577576,125.91025434630237
2,3,1,0,36.50456934761135,95.09510707273604,158.39695367486942
3,0,4,1,96.29539535753298,335.6762701906478,76.65399151419479
6,2,1,1,78.58004651879745,183.31508899255286,214.87259986865536
2,0,2,0,41.74745560781662,391.1330756393596,127.35636520405063
6,0,1,0,26.729508207650454,174.8959966841109,200.74134224369595
5,3,3,1,46.980856288290106,302.4304247737158,305.62247868820475
0,3,3,0,39.24518848685079,175.69315807847656,205.96161006124672
4,2,1,1,85.75876757624016,76.36589946956094,194.02832070519594
2,3,4,0,43.30761025867926,366.3345485950896,132.38464118199437
6,3,4,0,60.34175784722833,225.1053543267636,124.22909325194932
5,0,2,2,88.91856998408761,354.0199406783563,93.64725799858023
3,0,1,0,68.9473899406764,485.6711748023823,50.0
4,3,2,1,34.76350869762014,484.31331533195873,89.87184965960041
5,3,4,0,99.75482216812411,195.75739245344084,159.20137143099603
6,3,1,1,94.8935875001504,269.79836302107503,231.40136346457984
6,1,1,1,36.145108477454166,228.61933807295688,281.6399381804282
5,3,2,2,80.3943530776052,409.99625264999065,75.62073703076939
6,0,1,1,57.038609957622675,390.41495547818556,219.72159313698813
2,3,0,0,97.14018486086462,87.65644471146379,111.8650234276598
3,3,1,2,59.410463827542515,368.6663005693507,110.29455159646629
1,0,3,2,81.00693082292277,266.5742677302276,50.0
4,2,3,1,86.51908111063952,304.84022968359704,137.3329649547938
6,2,0,0,46.38343429500522,392.47717278536425,254.2582155414983
6,0,3,2,33.55276913498984,201.8267740619449,284.0562065671586
4,1,3,2,26.34036119558445,51.76819463999801,171.62685061780167
4,1,1,2,44.364564660347874,89.16510429119941,199.67772360047616
6,3,2,1,15.158791190231947,341.2218025071308,287.3314938159154
5,2,3,1,25.073182600205445,452.54248350826595,317.0174054657257
6,0,2,1,66.37667361217,236.39024943708955,150.89536721504692
4,1,0,0,87.27963250794429,408.6444446415435,59.83034849159549
1,1,0,1,21.507147146505247,345.302595683963,233.14991605413243
2,2,1,2,37.754542299555716,404.90889315414086,208.67406554320524
4,2,2,1,38.571671276102,456.60168666377683,197.9717208613174
0,3,2,1,78.57821503937544,194.61648008339165,60.409082736258355
5,2,1,2,29.33560799939876,418.60859970245053,341.11550506933963
1,2,1,0,34.289209134897966,238.26600955940322,357.3703179539086
1,3,1,2,14.508944663913825,364.6298441577078,151.1793968632733
1,0,0,1,50.464243765905636,448.4857274389387,142.60908508532228
5,3,1,2,38.28652154835389,286.879458139373,244.74792757422762
0,1,2,1,50.09386917498945,478.015804132436,149.40672760935794
4,3,4,1,5.436617844018377,125.83426646469171,240.12302323746252
3,3,4,2,91.37962594266288,147.09874839921022,74.36488401154794
3,1,2,0,68.81138762610554,59.52371629191722,52.99519316379011
0,0,0,1,41.605090513676934,127.54032678385231,187.59653889584615
2,0,2,1,36.428500129483254,86.14240157536028,194.93496025290355
5,3,4,0,81.29048307527991,103.27857864244433,166.4980836067394
3,0,0,2,44.69157878569433,380.301957769822,103.6651093674094
1,3,0,2,33.485695099898116,258.9198891286728,175.09533335066953
3,2,2,2,8.987828010063803,109.36842158921488,270.622430009869
6,2,1,0,94.94954317391617,498.53019663247164,179.66462653566353
6,0,1,1,85.62676535240813,102.8579327583728,135.80440502630316
0,0,0,0,7.596028696491686,362.9332168651876,170.3160152989829
4,0,3,1,75.32595385958187,392.3575291190291,50.0
